Movto,Gpo,Clave,NumInv,AnoPrg,TpoBien,Denomin,FecAlta,DescArt,IdProv,NumFact,FecFact,Costo,IdTipAdq,IdRub,Edo,Localiz,OUT,FecBaja
21169,E,C/P,10294,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21170,E,C/P,10295,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21171,E,C/P,10296,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21172,E,C/P,10297,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21173,E,C/P,10298,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21174,E,C/P,10299,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21175,E,C/P,10300,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21176,E,C/P,10301,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21177,E,C/P,10302,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21178,E,C/P,10303,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21179,E,C/P,10304,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21180,E,C/P,10305,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21181,E,C/P,10306,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21182,E,C/P,10307,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21183,E,C/P,10308,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21184,E,C/P,10309,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21185,E,C/P,10310,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21186,E,C/P,10311,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21187,E,C/P,10312,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21188,E,C/P,10313,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21189,E,C/P,10314,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21190,E,C/P,10315,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21191,E,C/P,10316,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21192,E,C/P,10317,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21193,E,C/P,10318,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21194,E,C/P,10319,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21195,E,C/P,10320,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21196,E,C/P,10321,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21197,E,C/P,10322,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21198,E,C/P,10323,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21199,E,C/P,10324,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21200,E,C/P,10325,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21201,E,C/P,10326,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21202,E,C/P,10327,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21203,E,C/P,10328,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21204,E,C/P,10329,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21205,E,C/P,10330,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21206,E,C/P,10331,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21207,E,C/P,10332,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21208,E,C/P,10333,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21209,E,C/P,10334,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21210,E,C/P,10335,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,9. BAJA (SINIESTRO),S,1,21/10/2011
21211,E,C/P,10336,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21212,E,C/P,10337,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,9. BAJA (SINIESTRO),S,1,21/10/2011
21213,E,C/P,10338,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21214,E,C/P,10339,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21215,E,C/P,10340,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21216,E,C/P,10341,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21217,E,C/P,10342,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21218,E,C/P,10343,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21219,E,C/P,10344,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21220,E,C/P,10345,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21221,E,C/P,10346,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,9. BAJA (SINIESTRO),S,1,21/10/2011
21222,E,C/P,10347,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21223,E,C/P,10348,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21224,E,C/P,10349,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21225,E,C/P,10350,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21226,E,C/P,10351,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21227,E,C/P,10352,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21228,E,C/P,10353,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21229,E,C/P,10354,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21230,E,C/P,10355,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,6. BAJA (INSERVIBLE),S,0,
21231,E,C/P,10356,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
21232,E,C/P,10357,2008,E,ANAQUEL,2009-01-13,"ANAQUEL.- MANUFACTURADO DE 45 CM. DE FONDO POR 1.20 M. DE ANCHO Y 1.80 M. DE ALTO, FABRICADO EN TUBULAR CUADRADO DE 3/4 CON 5 ENTREPAÑOS DE AGLOMERADO DE 12 MM. PINTADO EN ESMALTE NEGRO.",577,203,13/01/2009,"1,173.00",CD,MO,1. BUENO,S,0,
